    Residual          Y-hat        Observation
    0.368625         21.2382         21.6069    
    0.843466         21.6004         22.4438    
    0.112802         20.3699         20.4827    
   -0.743690E-01     20.8703         20.7960    
    0.683714         20.7368         21.4205    
    0.179004         20.8986         21.0776    
   -0.358058         21.9000         21.5419    
    0.891944         24.3610         25.2530    
    -1.49946         23.3406         21.8412    
   -0.914140         21.6284         20.7143    
   -0.937703         22.5310         21.5933    
    0.181469         22.8305         23.0120    
   -0.774881E-02     23.2198         23.2121    
   -0.841303         21.6341         20.7928    
    0.562265         23.5805         24.1428    
    0.791490         23.8318         24.6232    
     1.05704         24.1228         25.1799    
   -0.120258         22.8324         22.7122    
    0.972323         24.0300         25.0023    
    0.131294         23.1081         23.2394    
    0.587843         24.0840         24.6719    
   -0.101186         23.5108         23.4096    
    -1.59941         22.7344         21.1350    
    0.161911E-01     23.1264         23.1426    
    0.687873         23.2193         23.9072    
   -0.227744         23.0724         22.8447    
   -0.407171         22.3891         21.9819    
   -0.506013         22.4096         21.9036    
    0.538419         23.5739         24.1123    
     1.23022         24.3126         25.5429    
   -0.174422         22.7731         22.5986    
   -0.428592         22.1143         21.6857    
    -1.35224         21.7435         20.3913    
   -0.797192E-01     22.8769         22.7971    
   -0.413287         22.5113         22.0980    
    0.467812         23.4770         23.9448    
    0.326822E-01     23.3106         23.3432    
    0.126656         22.8745         23.0011    
   -0.977947         21.8924         20.9144    
    0.137943         22.8656         23.0035    
    0.445936E-01     23.7450         23.7896    
     1.02268         24.0852         25.1078    
   -0.134138         22.8172         22.6831    
    0.316375         23.3110         23.6274    
    0.675564E-01     23.1941         23.2616    
    0.508805         23.3637         23.8725    
   -0.684585         19.4022         18.7176    
     1.18810         20.7672         21.9553    
    0.215044E-01     19.2910         19.3125    
     1.44495         20.2876         21.7326    
   -0.290479E-01     19.8218         19.7928    
   -0.752209         19.4142         18.6620    
   -0.171249         19.7326         19.5613    
   -0.380255         19.4474         19.0671    
    0.716060         19.4146         20.1306    
    0.706615         19.7551         20.4617    
   -0.747162         18.7927         18.0455    
   -0.480908E-01     19.2298         19.1817    
   -0.435071E-02     19.4373         19.4330    
   -0.840333         19.1438         18.3035    
    0.729326         20.0040         20.7333    
    0.928267         19.9003         20.8285    
    0.630262         20.0668         20.6970    
   -0.735458         19.0381         18.3026    
     1.55378         20.0322         21.5860    
    -1.39437         18.2499         16.8555    
    -1.24695         18.2296         16.9826    
   -0.609593         19.2366         18.6270    
    0.600240         20.1542         20.7545    
   -0.830671         19.3578         18.5271    
    0.423751         20.1022         20.5260    
    0.817860         20.4736         21.2915    
    0.127443E-01     19.8047         19.8174    
   -0.695210         19.4167         18.7215    
     1.12212         20.4935         21.6156    
    0.189152E-01     19.8081         19.8270    
   -0.924988E-02     19.8659         19.8567    
   -0.200574         19.6742         19.4737    
    -1.19367         19.2844         18.0907    
    0.466742         21.8853         22.3520    
    0.873948         21.9357         22.8097    
    0.372365         21.8936         22.2660    
    0.176613         18.8745         19.0511    
    0.629222         20.4118         21.0411    
    -1.75026         18.4047         16.6544    
     1.08506         20.1741         21.2591    
   -0.842138         18.6091         17.7670    
     1.43425         19.5688         21.0030    
   -0.933297         18.6634         17.7301    
   -0.540348         19.3371         18.7968    
   -0.519216         19.1533         18.6341    
    0.318624         20.4202         20.7388    
   -0.322010         19.4224         19.1004    
    -1.97948         18.4659         16.4864    
    0.608149         20.5699         21.1780    
   -0.270878         19.8636         19.5927    
   -0.274956         20.4584         20.1835    
     1.41266         20.8118         22.2244    
    -1.87909         19.1269         17.2478    
   -0.855775E-01     19.7926         19.7071    
    0.217960         20.1658         20.3838    
     1.32793         20.0577         21.3856    
    0.358046         19.4978         19.8559    
    0.728279         19.8246         20.5529    
    0.755057E-01     19.3038         19.3794    
   -0.754270         18.8491         18.0948    
    0.921100         19.3197         20.2408    
    0.549473         20.9445         21.4939    
    0.311781E-01     20.7395         20.7707    
    0.729815         20.2774         21.0072    
   -0.911718         19.5083         18.5965    
    0.307282         20.1763         20.4836    
   -0.141453         19.6985         19.5570    
   -0.900019         19.2828         18.3827    
   -0.617193         19.1708         18.5536    
   -0.355629         19.5292         19.1736    
   -0.447012         19.1624         18.7154    
    0.353740         19.4557         19.8095    
   -0.348814         19.2427         18.8939    
    0.181904         19.5336         19.7155    
    0.423716         21.1668         21.5906    
    0.307026         19.5142         19.8212    
    0.845334         19.4326         20.2779    
    0.885592E-01     19.4092         19.4978    
   -0.976005         19.4986         18.5226    
     1.47831         20.0996         21.5779    
    0.210215         17.9529         18.1631    
    0.297976         18.4306         18.7286    
    0.603187         19.9722         20.5753    
    0.930170         20.5643         21.4945    
    0.398107         20.2727         20.6708    
    0.321993         19.9903         20.3123    
    0.190704         20.3805         20.5712    
   -0.175766         20.3139         20.1381    
     1.34961         21.0847         22.4343    
    0.552310         21.2817         21.8340    
     1.09581         21.5795         22.6753    
    0.288459         21.1371         21.4255    
    0.530642E-01     20.9873         21.0404    
   -0.259342         21.3590         21.0997    
     1.19708         21.4967         22.6938    
    0.901086         21.4680         22.3691    
    0.205301         21.4281         21.6335    
    -1.01765         19.1864         18.1688    
    0.858983         20.3949         21.2539    
    0.221449         19.6693         19.8908    
   -0.358223         19.6580         19.2998    
    0.623204         20.6442         21.2674    
    -1.20931         19.5699         18.3606    
     1.27861         21.1170         22.3957    
    0.805860         21.2519         22.0578    
   -0.352427         19.7285         19.3761    
   -0.640867         19.5311         18.8902    
    -1.17160         19.6873         18.5157    
   -0.968302         20.1133         19.1450    
    -1.06915         19.7444         18.6752    
    0.289835         20.7565         21.0463    
   -0.307354         20.3397         20.0323    
    0.378612         20.2548         20.6334    
     1.39502         20.8118         22.2068    
   -0.337696         19.7072         19.3695    
    0.373664         20.2160         20.5897    
     1.28367         20.4949         21.7786    
    0.364762         19.1017         19.4665    
   -0.865277         18.1751         17.3098    
   -0.759881         19.6579         18.8980    
    0.825954         19.8625         20.6885    
    -1.20782         18.5547         17.3468    
    0.399521         19.2343         19.6338    
   -0.799145         18.5774         17.7782    
    0.161418         18.9711         19.1325    
     1.22724         19.1461         20.3733    
   -0.497098         18.9844         18.4873    
   -0.451755         19.0122         18.5605    
    -1.54868         17.8234         16.2747    
    0.570494         20.0194         20.5899    
   -0.228103         19.7151         19.4870    
    -1.13373         20.0964         18.9627    
    0.536006         20.4356         20.9716    
    0.583721E-01     19.5642         19.6226    
    0.769848         21.7470         22.5168    
    0.162984         20.0949         20.2579    
    -1.39219         19.5833         18.1911    
    0.338837E-01     20.9528         20.9867    
    0.167344         19.4638         19.6311    
    0.222202         18.8953         19.1175    
    0.699102         19.5597         20.2588    
   -0.367373E-01     19.8538         19.8170    
   -0.840577         19.0246         18.1840    
   -0.870494         19.3140         18.4435    
   -0.394273         19.5540         19.1598    
   -0.866039         19.0655         18.1995    
    0.422226         18.8588         19.2810    
   -0.360748E-01     20.3939         20.3578    
    0.148828         19.9108         20.0597    
   -0.161087E-02     19.5610         19.5594    
    0.421682         19.7018         20.1235    
   -0.234789         19.3004         19.0656    
    0.104690         19.4654         19.5701    
   -0.661819         18.5293         17.8674    
    -1.21314         18.2271         17.0140    
     1.23008         19.6104         20.8405    
   -0.419465         18.3914         17.9719    
    -1.48553         17.5717         16.0861    
    -1.01553         18.8122         17.7967    
    0.331681         19.1175         19.4492    
    0.145822         18.9627         19.1085    
    -1.85856         17.7565         15.8980    
    0.959858         19.6917         20.6515    
   -0.249063         18.9822         18.7331    
     1.25833         20.9172         22.1755    
    0.415161         20.1258         20.5410    
    -1.42478         18.6348         17.2100    
   -0.215730         19.1442         18.9285    
    0.363161         19.8835         20.2466    
   -0.561703         19.6579         19.0962    
     1.09160         19.6161         20.7077    
   -0.494548         19.8462         19.3516    
   -0.991803         19.5737         18.5819    
    0.303719         20.4255         20.7293    
    0.676458         20.5878         21.2643    
    -1.47607         18.9275         17.4514    
    0.275430         19.5433         19.8187    
   -0.173422         19.9256         19.7522    
    0.691413         20.3996         21.0910    
   -0.871348         19.9638         19.0924    
   -0.578164         20.3852         19.8071    
    0.938566         21.0441         21.9826    
    0.150907         21.1241         21.2750    
    0.575143         21.3143         21.8894    
    0.974513         21.4505         22.4250    
   -0.281070         20.7328         20.4518    
   -0.385142         20.6577         20.2726    
    0.441848E-01     20.5311         20.5752    
    0.404113         21.3886         21.7928    
    0.687199E-01     20.1927         20.2615    
   -0.122147         21.4109         21.2888    
    0.295889         21.1322         21.4281    
    0.350727         21.5533         21.9040    
   -0.762203         20.8542         20.0920    
     1.35162         23.7876         25.1392    
    0.225976         22.8718         23.0978    
    0.597639         22.2311         22.8287    
    0.850141         22.3695         23.2196    
    -1.32135         20.7245         19.4032    
   -0.458451         21.0855         20.6270    
    0.602090         21.9432         22.5453    
    -1.47935         20.1576         18.6782    
   -0.780940E-01     21.3035         21.2254    
   -0.714386         20.5768         19.8624    
     1.45729         21.7997         23.2570    
    0.202870         21.1122         21.3151    
    0.415914         21.2290         21.6449    
   -0.620141         20.6612         20.0411    
    -1.05296         21.2544         20.2014    
    0.959679         21.5976         22.5573    
   -0.615105         20.5822         19.9671    
    0.680197         20.9178         21.5980    
    0.614343         20.4537         21.0680    
   -0.545493         20.5835         20.0380    
   -0.355420         21.4324         21.0770    
    -1.11658         19.3954         18.2788    
   -0.370093         19.6743         19.3042    
    0.467286         21.3627         21.8300    
   -0.832416         21.0138         20.1814    
   -0.608818         19.1520         18.5432    
    0.553513         19.8558         20.4094    
   -0.410603         20.1524         19.7418    
     1.18340         21.1117         22.2951    
   -0.274328         20.2948         20.0205    
    0.396076         20.7081         21.1041    
    -2.11445         19.4387         17.3243    
   -0.693876E-01     20.2955         20.2261    
    0.290492         20.5497         20.8402    
    0.158119         20.3573         20.5154    
    -1.05716         19.6248         18.5677    
   -0.770714         19.8483         19.0776    
    0.979649         20.0913         21.0710    
    0.212282         19.9128         20.1251    
    0.545608E-01     19.9322         19.9868    
    -1.38803         19.1416         17.7536    
    0.990012E-01     20.1855         20.2845    
    0.838686E-01     20.1772         20.2611    
   -0.416908         19.5065         19.0896    
    0.499881         20.2149         20.7148    
   -0.806889         19.9461         19.1392    
     1.16884         21.1017         22.2706    
    0.365151         21.3367         21.7018    
   -0.340785         19.6962         19.3554    
   -0.504496E-01     20.3946         20.3442    
    0.247456E-01     20.0980         20.1227    
     1.52080         21.1996         22.7204    
     1.50934         21.7017         23.2110    
   -0.497020         20.6021         20.1051    
    0.260746         20.7915         21.0523    
   -0.508074         20.8162         20.3081    
    0.623122         21.7106         22.3337    
    0.789309E-01     21.4124         21.4913    
    0.194197         21.3032         21.4974    
   -0.816151         20.2034         19.3873    
    -1.23962         18.0832         16.8436    
    0.632127E-01     18.1429         18.2061    
   -0.678772         19.8943         19.2155    
   -0.797578         19.8112         19.0137    
   -0.737863         19.7837         19.0458    
   -0.730479         20.0678         19.3373    
   -0.428242         20.1223         19.6940    
    0.869737         21.2178         22.0875    
    0.424198E-01     20.8287         20.8711    
   -0.128840         20.5482         20.4193    
     1.25732         21.5039         22.7612    
   -0.387203E-01     20.7936         20.7549    
   -0.168189         20.7709         20.6027    
    0.321080         20.1929         20.5140    
   -0.360386         19.9658         19.6054    
   -0.801776         20.2773         19.4755    
    0.297697         21.6389         21.9366    
   -0.325351         21.7595         21.4342    
   -0.888033         20.8796         19.9916    
   -0.867114E-01     21.3891         21.3024    
   -0.304878E-01     20.1943         20.1638    
    0.979661E-01     20.2647         20.3626    
    0.806616         20.4039         21.2105    
    0.343810         20.3469         20.6907    
    0.676635E-01     19.3874         19.4551    
    -1.10478         19.5681         18.4634    
     1.93665         23.5906         25.5272    
   -0.128352         22.3490         22.2207    
    0.179631         21.0583         21.2379    
    0.164507         21.7166         21.8811    
   -0.223788         22.9411         22.7173    
     1.69602         23.4859         25.1819    
   -0.261315E-01     23.1737         23.1476    
   -0.158720         20.5442         20.3855    
    0.337691         20.7016         21.0393    
    0.204468         20.9579         21.1624    
   -0.316406         21.0857         20.7693    
     1.03258         21.7550         22.7876    
    0.241046         21.3213         21.5623    
    0.220445         22.0660         22.2864    
    -1.33050         22.1602         20.8297    
    0.404447         22.5777         22.9822    
    0.169595         21.8099         21.9795    
    0.438417         21.8731         22.3115    
    0.188929         22.1004         22.2893    
    0.845944         21.5190         22.3649    
   -0.436205         20.7056         20.2694    
     1.30265         22.2168         23.5194    
   -0.704288         20.3998         19.6955    
     1.21428         23.3540         24.5683    
   -0.695165         22.4912         21.7961    
   -0.137414         22.3890         22.2516    
   -0.285103         22.3081         22.0230    
    0.747387         22.8414         23.5888    
   -0.765215         20.9382         20.1730    
   -0.102987E-01     21.1789         21.1686    
    -1.38740         20.4321         19.0447    
    -1.71624         19.9020         18.1857    
     1.17703         23.3747         24.5517    
    0.192913E-01     22.7856         22.8049    
    0.296730         23.1234         23.4201    
    0.260916E-01     22.7080         22.7341    
    -1.20871         20.9765         19.7678    
    0.265000         22.3206         22.5856    
     1.83895         22.3181         24.1570    
   -0.992335         21.1182         20.1259    
    0.128097         21.9874         22.1155    
     1.59338         22.7904         24.3838    
   -0.910375         21.5377         20.6273    
     1.49144         21.0311         22.5226    
   -0.428153         20.4586         20.0304    
    0.578103         21.0100         21.5881    
   -0.902876         20.4984         19.5955    
   -0.763382         20.6419         19.8785    
    0.258852         21.2787         21.5375    
    0.348056         21.8919         22.2399    
    0.280813E-01     21.4205         21.4486    
    0.622122         22.4725         23.0946    
   -0.971039         21.9584         20.9873    
   -0.378609         20.8952         20.5166    
    0.967011         21.1221         22.0891    
    -1.09410         19.9926         18.8985    
   -0.469568         20.2817         19.8121    
    0.638456         21.5649         22.2033    
    0.226537E-01     20.7375         20.7601    
    0.706358E-01     21.0785         21.1492    
    0.208053         22.0303         22.2383    
    0.784551         22.1299         22.9145    
   -0.707104         21.5333         20.8262    
   -0.520800         21.5252         21.0044    
    0.122639E-01     21.5002         21.5124    
    0.995026         22.5595         23.5545    
   -0.495310         20.4228         19.9275    
   -0.102896         21.7145         21.6116    
    0.593689         21.6414         22.2351    
   -0.549704         20.8835         20.3338    
   -0.427568         22.0788         21.6512    
   -0.363900         21.6574         21.2935    
    0.198310         22.0177         22.2160    
   -0.222051E-02     21.2395         21.2373    
     1.35822         21.4922         22.8505    
    0.284227         21.9508         22.2351    
    0.668611         21.9145         22.5831    
   -0.723259         21.4954         20.7721    
   -0.287028         21.9101         21.6231    
   -0.221328E-01     21.7528         21.7307    
   -0.928887E-01     22.8624         22.7695    
   -0.375818         21.4429         21.0671    
    -1.20157         23.0817         21.8801    
   -0.138484         22.8165         22.6780    
    0.995177         24.1707         25.1659    
   -0.467544         22.2510         21.7834    
   -0.140266         22.8105         22.6702    
    0.391670         23.3935         23.7852    
    0.415743         23.1268         23.5426    
    0.661936         23.5036         24.1655    
    0.111694         23.0867         23.1984    
    0.205310         23.1893         23.3946    
   -0.325546         22.8588         22.5332    
    0.996842         23.3835         24.3804    
    -1.58786         22.3249         20.7371    
   -0.421696         23.2580         22.8363    
    0.887470         23.7384         24.6259    
    0.550511         23.9268         24.4773    
    0.691686         22.7186         23.4103    
   -0.434250         22.1230         21.6888    
    0.185106         23.1671         23.3522    
   -0.257416         22.6821         22.4247    
     1.06503         24.1316         25.1966    
   -0.882621         21.8059         20.9233    
   -0.179329         22.9329         22.7536    
   -0.102358         22.7847         22.6824    
   -0.115131         22.0579         21.9428    
     1.27963         24.3668         25.6464    
   -0.130499E-01     23.0057         22.9927    
   -0.640145         22.2791         21.6390    
   -0.316422         22.6174         22.3010    
    -1.33139         21.5050         20.1736    
     1.44532         24.0139         25.4592    
    0.119106         22.5626         22.6817    
    0.580571E-01     22.8949         22.9529    
   -0.320961         22.5588         22.2379    
   -0.671707         22.9625         22.2908    
    0.512162         24.0238         24.5360    
    0.129673         23.1064         23.2360    
   -0.832399         22.4180         21.5856    
    0.128968         21.0723         21.2013    
   -0.100154E-01     21.2976         21.2876    
     2.28674         21.8353         24.1220    
   -0.484768         20.6573         20.1726    
     1.52614         21.5114         23.0375    
   -0.816162         20.2280         19.4119    
    0.166973         19.5936         19.7605    
   -0.610624         19.1674         18.5568    
    0.894088         20.5351         21.4292    
    0.220596         20.6829         20.9035    
   -0.202484         19.3521         19.1496    
    0.225822         20.4049         20.6307    
    0.163305         20.3706         20.5339    
   -0.288602         20.1512         19.8626    
     2.10982         21.7788         23.8886    
    0.142096         19.7409         19.8830    
    -1.22920         20.0795         18.8503    
    0.394924         19.9579         20.3528    
    0.391918         19.9886         20.3805    
    0.798425         20.4359         21.2343    
   -0.847503         19.6862         18.8387    
    0.326445         20.4227         20.7491    
   -0.224667         20.1207         19.8960    
   -0.333499         20.0610         19.7275    
    0.168494         20.6678         20.8363    
    -1.43015         19.4907         18.0606    
   -0.694358         19.7530         19.0586    
    0.953789         21.0154         21.9692    
    -1.33510         19.7090         18.3739    
   -0.546261         19.5836         19.0374    
     1.06962         20.9510         22.0206    
    0.163030E-01     19.3887         19.4050    
   -0.531740         19.2379         18.7062    
    0.474969         20.1350         20.6099    
   -0.408342         19.5783         19.1700    
   -0.853308         19.3361         18.4828    
    0.363305         20.8004         21.1637    
   -0.635295E-01     20.6011         20.5376    
   -0.283035         19.3389         19.0558    
    0.588822         20.4463         21.0351    
   -0.325646E-03     20.2128         20.2125    
   -0.290601         20.6089         20.3183    
    0.330401         19.7611         20.0915    
   -0.278315         20.7626         20.4842    
    0.970208         21.2293         22.1995    
    0.431396         20.8329         21.2643    
    0.337555         20.5405         20.8781    
   -0.840931         20.1356         19.2947    
   -0.160087         20.9939         20.8338    
     1.30542         21.6264         22.9318    
    0.223666         19.8902         20.1139    
   -0.847889         19.6627         18.8148    
    0.415962         21.5096         21.9255    
    0.387490         21.4939         21.8814    
   -0.337445         20.5329         20.1954    
     1.66686         21.9529         23.6198    
    -1.17269         20.7890         19.6163    
     1.00645         18.4668         19.4733    
    -1.72851         18.0163         16.2878    
    0.178901         20.1641         20.3430    
   -0.613222         19.6125         18.9992    
   -0.672307         20.1657         19.4934    
     1.39446         20.8293         22.2237    
    -1.02467         19.7092         18.6845    
   -0.933954         18.6377         17.7037    
     1.57507         20.3615         21.9366    
   -0.709281         19.1097         18.4004    
   -0.227347         19.6045         19.3771    
    0.260693         20.5180         20.7787    
    0.623224         21.9809         22.6041    
   -0.416496         21.3233         20.9068    
    0.263301         21.6958         21.9591    
    -1.02996         19.4765         18.4465    
    0.642508         21.6141         22.2566    
    0.365551         20.3299         20.6955    
    0.594644         19.6097         20.2043    
    0.281552         20.6380         20.9196    
   -0.168769         20.0371         19.8683    
    0.526617E-01     19.7368         19.7894    
     1.20408         19.8994         21.1035    
     2.39427         22.2521         24.6463    
     1.41558         20.4970         21.9126    
    0.268009         20.4814         20.7494    
   -0.755774         19.7176         18.9618    
   -0.364192         19.8031         19.4389    
    0.507388E-01     20.1596         20.2103    
   -0.124826         19.6783         19.5535    
   -0.155780         20.0720         19.9162    
   -0.116217         19.2281         19.1119    
    -1.59804         18.8905         17.2925    
    -1.12719         18.2696         17.1424    
    0.102492         19.4097         19.5122    
    0.553704         20.3884         20.9421    
   -0.795909         19.6603         18.8644    
   -0.339265         22.3630         22.0238    
    0.473300         20.8414         21.3147    
   -0.349704         20.1455         19.7958    
    -2.08302         19.1956         17.1126    
   -0.617183         20.9613         20.3441    
   -0.110954         21.2387         21.1278    
    0.888446         22.0056         22.8941    
    0.445154         21.6171         22.0622    
    0.445467         21.3937         21.8391    
    0.653396         21.5618         22.2152    
   -0.893847         20.9553         20.0614    
    0.526962         21.7660         22.2930    
    0.989540         22.3828         23.3723    
    -1.32884         20.5003         19.1714    
    0.956885         21.9434         22.9002    
   -0.648152         21.1675         20.5193    
     1.00406         22.4994         23.5034    
    0.966438         22.4788         23.4452    
    0.442155         21.6113         22.0535    
   -0.461798         19.3618         18.9000    
   -0.175260         20.3177         20.1424    
   -0.809556         19.9701         19.1605    
    -1.44093         20.2948         18.8539    
   -0.310723         19.7530         19.4423    
   -0.796980         19.8777         19.0807    
    -1.33398         19.8415         18.5076    
    0.165494         20.4375         20.6030    
    0.357111         20.7774         21.1345    
     1.24304         21.0157         22.2587    
    0.134058         21.7636         21.8976    
    0.526245E-01     20.9632         21.0158    
    0.336033         20.6704         21.0064    
     2.00726         21.5371         23.5443    
   -0.312431         21.0382         20.7257    
    0.498272         21.5490         22.0473    
   -0.402600         20.7909         20.3883    
   -0.676980         20.3424         19.6655    
   -0.393495         20.8604         20.4669    
    0.421547         20.9223         21.3438    
    0.722372         20.5714         21.2937    
   -0.134413         20.6176         20.4832    
   -0.720017         19.9932         19.2732    
   -0.740773         19.5205         18.7797    
    0.417993         20.9096         21.3276    
     1.39030         20.9012         22.2915    
   -0.393074         19.7795         19.3864    
   -0.544127         19.7768         19.2327    
   -0.371544E-01     20.1253         20.0881    
    0.560795         20.6152         21.1760    
     1.31939         21.5820         22.9014    
   -0.352841         21.6916         21.3387    
    0.353532         21.0680         21.4216    
    0.343277         21.0396         21.3829    
   -0.535937         20.7131         20.1772    
   -0.118613         21.2133         21.0946    
     1.58126         21.5558         23.1371    
    0.716808         20.8932         21.6100    
    0.531362         20.7916         21.3229    
    0.106154         21.0087         21.1148    
     1.51095         21.5515         23.0624    
   -0.915360         20.7669         19.8515    
    0.262639         21.4125         21.6751    
    0.608480         21.4180         22.0264    
    0.933345E-01     21.5155         21.6089    
   -0.797304         21.3087         20.5114    
   -0.166677         22.0289         21.8622    
     2.13639         22.1224         24.2587    
    -1.67605         20.0330         18.3570    
    0.536278         21.0081         21.5444    
   -0.833038         21.0124         20.1794    
    0.224993         21.2772         21.5021    
    0.500266         21.1060         21.6063    
   -0.324659E-01     21.9544         21.9219    
    0.449490E-01     20.7926         20.8375    
    0.410666         20.9190         21.3297    
    0.862078         19.7214         20.5834    
    0.889398         20.1320         21.0214    
   -0.647042         21.1169         20.4698    
    0.384911         21.6736         22.0585    
    -1.11154         21.5142         20.4027    
    0.640138         22.0969         22.7370    
     1.77884         22.6115         24.3904    
    0.205748         23.6505         23.8563    
   -0.159586         20.8318         20.6722    
    0.278255         20.4777         20.7560    
    0.699769E-01     19.6675         19.7374    
   -0.132864         20.3353         20.2025    
    0.907937         19.8576         20.7655    
   -0.704909         19.4670         18.7621    
   -0.739967         19.5374         18.7975    
    0.682510         20.8304         21.5129    
    0.336232         20.0229         20.3591    
    0.119569         19.3532         19.4728    
   -0.424185         20.1447         19.7205    
    0.544565         20.6969         21.2415    
    0.905799         21.0403         21.9461    
   -0.905662         20.0476         19.1419    
   -0.430801         21.1862         20.7554    
    0.797439         22.0806         22.8780    
    0.350163         20.8892         21.2394    
   -0.505777         20.4748         19.9690    
    -1.11664         20.5815         19.4648    
    0.748519         21.6036         22.3521    
    0.264039         20.5634         20.8275    
    -1.40141         20.1091         18.7076    
   -0.481460E-01     20.2730         20.2248    
    0.108036         22.0207         22.1287    
    0.228678         21.0386         21.2673    
    0.172685         21.1891         21.3618    
    0.676971         21.8669         22.5439    
    0.376291         20.5115         20.8878    
   -0.438234         20.1375         19.6993    
   -0.394992         20.9617         20.5667    
   -0.807327         19.7503         18.9429    
    0.488070         20.4806         20.9687    
   -0.905227         19.7407         18.8354    
    0.286337         20.5914         20.8777    
     1.71993         21.0378         22.7578    
   -0.996614         19.4029         18.4063    
    0.242431         20.0819         20.3244    
   -0.397642         19.6064         19.2088    
    0.435969         21.2521         21.6880    
   -0.563358         20.6098         20.0465    
   -0.986912         21.3744         20.3874    
    0.292253         20.8762         21.1685    
    0.238360         20.8467         21.0850    
   -0.403252         20.5829         20.1796    
     1.59958         21.2490         22.8486    
    -1.21841         20.3539         19.1355    
   -0.695240         20.3685         19.6733    
    0.431122E-01     20.6802         20.7233    
    0.344513         21.3279         21.6724    
   -0.503856E-01     20.9324         20.8820    
   -0.317273         20.8015         20.4842    
    0.510456E-01     21.0033         21.0544    
   -0.495946         20.1946         19.6987    
   -0.624942         20.1239         19.4990    
    0.608454E-01     20.3609         20.4218    
    0.870528         22.4363         23.3069    
    0.410321         22.1841         22.5944    
    0.381274         22.1682         22.5495    
   -0.901882         20.3443         19.4424    
     1.67992         21.3929         23.0728    
    -1.59493         19.9691         18.3742    
   -0.733379         20.4028         19.6694    
    0.470331         21.5085         21.9788    
    0.136318         20.1239         20.2602    
   -0.977243         19.4810         18.5038    
    0.514470         20.2731         20.7876    
   -0.149323         21.8397         21.6904    
    0.784484         22.2340         23.0185    
   -0.435624         20.3309         19.8953    
   -0.517972         20.5564         20.0384    
    0.486227         20.9510         21.4372    
   -0.597998         20.6662         20.0682    
   -0.276235         20.1357         19.8595    
   -0.389284         20.2576         19.8683    
   -0.481790         20.7283         20.2465    
    0.123354E-01     21.4825         21.4948    
   -0.890157E-03     21.0522         21.0513    
   -0.232271         21.3889         21.1566    
   -0.912256         20.7148         19.8026    
    0.784854         21.2036         21.9884    
    0.474371         20.3858         20.8602    
    0.420355         20.3562         20.7766    
    0.488140         20.1171         20.6052    
    0.312428         21.6060         21.9185    
   -0.133988         20.4443         20.3104    
    0.434700         19.9496         20.3843    
     1.48464         20.9426         22.4272    
    0.991132         21.3817         22.3729    
    0.197107         20.4525         20.6496    
    0.150483         20.3810         20.5315    
    0.274963         20.7008         20.9757    
   -0.586733         19.1129         18.5262    
    0.978500         20.9857         21.9642    
    -1.93906         19.3082         17.3691    
    -1.11264         20.1240         19.0114    
   -0.587971         20.2966         19.7086    
   -0.822039         20.4300         19.6080    
   -0.227533         20.0890         19.8614    
     1.09514         20.8138         21.9090    
   -0.149787         20.7474         20.5976    
    0.462502         20.8420         21.3045    
    0.100245         19.6558         19.7560    
    0.128064         21.5013         21.6293    
    0.644269         22.6727         23.3170    
    0.316795         21.1057         21.4225    
    0.478081         21.6257         22.1038    
    0.868095         21.0496         21.9177    
    0.253450E-01     21.5135         21.5389    
    0.376677         22.3918         22.7685    
    0.476554         22.4960         22.9725    
   -0.313642         22.6347         22.3211    
   -0.822976         21.7172         20.8943    
    0.199136         21.2165         21.4156    
   -0.517071         20.9322         20.4152    
   -0.247588         21.5568         21.3092    
    0.973197         21.1997         22.1729    
    -1.18187         20.1237         18.9418    
   -0.748955         19.2708         18.5219    
     1.50612         22.5858         24.0919    
    0.478200         22.0224         22.5006    
    0.176240         21.0441         21.2203    
    0.370977         21.1508         21.5218    
    -1.01041         20.7711         19.7607    
   -0.149427         21.3925         21.2431    
    0.911662         22.0718         22.9835    
    0.540258         21.8186         22.3589    
    0.396390         21.4019         21.7983    
    0.839634         22.1705         23.0102    
   -0.484147E-01     21.1876         21.1392    
    0.371354E-01     21.3299         21.3671    
   -0.506896         21.1213         20.6144    
    0.425534         22.0023         22.4279    
    0.365077         22.3985         22.7635    
    0.340662         21.4058         21.7465    
    0.484631         21.4847         21.9693    
     1.18381         21.6402         22.8240    
   -0.440412         22.0394         21.5989    
     1.83080         23.2780         25.1088    
   -0.107631         22.4265         22.3189    
   -0.250716         21.2194         20.9687    
    0.721263         22.0088         22.7301    
    0.473653E-01     22.3801         22.4275    
   -0.645939         22.1682         21.5223    
    0.134771         21.9755         22.1103    
    -1.86469         20.8798         19.0151    
   -0.664845         21.8459         21.1811    
   -0.146001         21.6075         21.4615    
   -0.520464         21.4022         20.8818    
   -0.106639         20.3301         20.2234    
   -0.710764         20.2560         19.5453    
    0.301444         21.2915         21.5929    
   -0.958568         19.6529         18.6943    
    0.322099         20.6362         20.9583    
    -1.42358         19.4445         18.0209    
   -0.683522         20.7576         20.0741    
   -0.165174E-01     21.2655         21.2489    
     1.45338         21.8825         23.3359    
    0.102289         21.2482         21.3505    
    0.950066E-01     20.6198         20.7148    
   -0.436203         22.1934         21.7572    
    -1.17471         21.4403         20.2656    
     1.14299         22.0105         23.1535    
   -0.684907         21.0899         20.4050    
    0.214127         21.9647         22.1789    
