 Run No.   Original ID Tr     Solution                                                                                   
       1             1  1    -1.50586         0.00000         0.00000         0.00000    
       2             2  1     1.60982         0.00000         0.00000         0.00000    
       3         10001  1    -1.64909         0.00000         0.00000         0.00000    
       4         10002  1    -1.63688         0.00000         0.00000         0.00000    
       5         10003  1   -0.644004         0.00000         0.00000         0.00000    
       6         10004  1    -2.61515         0.00000         0.00000         0.00000    
       7         10005  1    -2.21718         0.00000         0.00000         0.00000    
       8         10006  1    -2.30555         0.00000         0.00000         0.00000    
       9         10007  1    -1.97210         0.00000         0.00000         0.00000    
      10         10008  1    -2.13304         0.00000         0.00000         0.00000    
      11         10009  1    -1.26935         0.00000         0.00000         0.00000    
      12         10010  1    -1.98845         0.00000         0.00000         0.00000    
      13         10011  1    -2.04245         0.00000         0.00000         0.00000    
      14         10012  1    -1.22217         0.00000         0.00000         0.00000    
      15         10013  1    -1.35917         0.00000         0.00000         0.00000    
      16         10014  1    -1.47832         0.00000         0.00000         0.00000    
      17         10015  1    -1.85269         0.00000         0.00000         0.00000    
      18         10016  1    -1.99032         0.00000         0.00000         0.00000    
      19         10017  1   -0.911815         0.00000         0.00000         0.00000    
      20         10018  1   -0.944161         0.00000         0.00000         0.00000    
      21         10019  1    -1.95693         0.00000         0.00000         0.00000    
      22         10020  1    -1.54939         0.00000         0.00000         0.00000    
      23         10021  1    -1.60416         0.00000         0.00000         0.00000    
      24         10022  1    -1.09311         0.00000         0.00000         0.00000    
      25         10023  1    -1.08690         0.00000         0.00000         0.00000    
      26         10024  1    -2.03838         0.00000         0.00000         0.00000    
      27         10025  1    -1.75353         0.00000         0.00000         0.00000    
      28         10026  1    -1.48729         0.00000         0.00000         0.00000    
      29         10027  1    0.551735         0.00000         0.00000         0.00000    
      30         10028  1   -0.650928         0.00000         0.00000         0.00000    
      31         10029  1   -0.865512         0.00000         0.00000         0.00000    
      32         10030  1    -1.47099         0.00000         0.00000         0.00000    
      33         10031  1    -2.02704         0.00000         0.00000         0.00000    
      34         10032  1    -2.67596         0.00000         0.00000         0.00000    
      35         10033  1    -1.29345         0.00000         0.00000         0.00000    
      36         10034  1   -0.176013E-01     0.00000         0.00000         0.00000    
      37         10035  1    -1.12514         0.00000         0.00000         0.00000    
      38         10036  1   -0.356851         0.00000         0.00000         0.00000    
      39         10037  1    -1.16389         0.00000         0.00000         0.00000    
      40         10038  1    -1.78802         0.00000         0.00000         0.00000    
      41         10039  1   -0.949465         0.00000         0.00000         0.00000    
      42         10040  1    -1.78021         0.00000         0.00000         0.00000    
      43         10041  1    -2.30611         0.00000         0.00000         0.00000    
      44         10042  1    -1.37600         0.00000         0.00000         0.00000    
      45         10043  1    -2.36395         0.00000         0.00000         0.00000    
      46         10044  1    0.402563E-01     0.00000         0.00000         0.00000    
      47         10045  1    -1.39525         0.00000         0.00000         0.00000    
      48         10046  1    -1.14419         0.00000         0.00000         0.00000    
      49         10047  1    -1.96309         0.00000         0.00000         0.00000    
      50         10048  1    -1.46338         0.00000         0.00000         0.00000    
      51         10049  1    -1.51813         0.00000         0.00000         0.00000    
      52         10050  1    -1.52681         0.00000         0.00000         0.00000    
      53         10051  1    -2.13515         0.00000         0.00000         0.00000    
      54         10052  1    -2.01610         0.00000         0.00000         0.00000    
      55         10053  1   -0.699671         0.00000         0.00000         0.00000    
      56         10054  1    -2.89744         0.00000         0.00000         0.00000    
      57         10055  1    0.721350E-01     0.00000         0.00000         0.00000    
      58         10056  1    -1.82945         0.00000         0.00000         0.00000    
      59         10057  1    -1.74386         0.00000         0.00000         0.00000    
      60         10058  1   -0.892611         0.00000         0.00000         0.00000    
      61         10059  1   -0.969865         0.00000         0.00000         0.00000    
      62         10060  1    -1.81600         0.00000         0.00000         0.00000    
      63         10061  1    -1.13280         0.00000         0.00000         0.00000    
      64         10062  1    -1.90471         0.00000         0.00000         0.00000    
      65         10063  1    -3.05558         0.00000         0.00000         0.00000    
      66         10064  1    -1.01330         0.00000         0.00000         0.00000    
      67         10065  1   -0.840773         0.00000         0.00000         0.00000    
      68         10066  1    -1.21642         0.00000         0.00000         0.00000    
      69         10067  1    -2.32630         0.00000         0.00000         0.00000    
      70         10068  1    -1.78969         0.00000         0.00000         0.00000    
      71         10069  1    -1.30817         0.00000         0.00000         0.00000    
      72         10070  1   -0.571367         0.00000         0.00000         0.00000    
      73         10071  1    -2.82635         0.00000         0.00000         0.00000    
      74         10072  1    -2.39416         0.00000         0.00000         0.00000    
      75         10073  1    -2.31410         0.00000         0.00000         0.00000    
      76         10074  1    -1.65465         0.00000         0.00000         0.00000    
      77         10075  1   -0.116304         0.00000         0.00000         0.00000    
      78         10076  1    -2.05470         0.00000         0.00000         0.00000    
      79         10077  1    -3.02535         0.00000         0.00000         0.00000    
      80         10078  1   -0.520809         0.00000         0.00000         0.00000    
      81         10079  1    -1.62725         0.00000         0.00000         0.00000    
      82         10080  1   -0.884202         0.00000         0.00000         0.00000    
